,title,lyrics
456, Tamandaré ,"`Zé qualquer tava sem samba, sem dinheiro
Sem Maria sequer
Sem qualquer paradeiro
Quando encontrou um samba
Inútil e derradeiro
Numa inútil e derradeira
Velha nota de um cruzeiro

""Seu Marquês"", ""Seu"" Almirante
Do semblante meio contrariado
Que fazes parado
No meio dessa nota de um cruzeiro rasgado
""Seu Marquês"", ""Seu"" Almirante
Sei que antigamente era bem diferente
Desculpe a liberdade
E o samba sem maldade
Deste Zé qualquer
Perdão Marquês de Tamandaré
Perdão Marquês de Tamandaré

Pois é, Tamandaré
A maré não tá boa
Vai virar a canoa
E este mar não dá pé, Tamandaré
Cadê as batalhas
Cadê as medalhas
Cadê a nobreza
Cadê a marquesa, cadê
Não diga que o vento levou
Teu amor até

Pois é, Tamandaré
A maré não tá boa
Vai virar a canoa
E este mar não dá pé, Tamandaré
Meu marquês de papel
Cadê teu troféu
Cadê teu valor
Meu caro almirante
O tempo inconstante roubou

Zé qualquer tornou-se amigo do marquês
Solidário na dor
Que eu contei a vocês
Menos que queira ou mais que faça
É o fim do samba, é o fim da raça
Zé qualquer tá caducando
Desvalorizando
Como o tempo passa, passando
Virando fumaça, virando
Caindo em desgraça, caindo
Sumindo, saindo da praça
Passando, sumindo
Saindo da praça
Passando, sumindo`"
457, Tango De Nancy ,"`Quem sou eu para falar de amor
Se o amor me consumiu até a espinha
Dos meus beijos que falar
Dos desejos de queimar
E dos beijos que apagaram os desejos que eu tinha

Quem sou eu para falar de amor
Se de tanto me entregar nunca fui minha
O amor jamais foi meu
O amor me conheceu
Se esfregou na minha vida
E me deixou assim

Homens, eu nem fiz a soma
De quantos rolaram no meu camarim
Bocas chegavam a Roma passando por mim
Ela de braços abertos
Fazendo promessas
Meus deuses, enfim!
Eles gozando depressa
E cheirando a gim
Eles querendo na hora
Por dentro, por fora
Por cima e por trás
Juro por Deus, de pés juntos
Que nunca mais`"
458, Tango Do Covil ,"`Ai, quem me dera ser cantor
Quem dera ser tenor
Quem sabe ter a voz
Igual aos rouxinóis
Igual ao trovador
Que canta os arrebóis
Pra te dizer gentil
Bem-vinda
Deixa eu cantar tua beleza
Tu és a mais linda princesa
Aqui deste covil

Ai, quem me dera ser doutor
Formado em Salvador
Ter um diploma, anel
E voz de bacharel
Fazer em teu louvor
Discursos a granel
Pra te dizer gentil
Bem-vinda
Tu és a dama mais formosa
E, ouso dizer, a mais gostosa
Aqui deste covil

Ai, quem me dera ser garçom
Ter um sapato bom
Quem sabe até talvez 
Ser um garçom francês
Falar de champinhom
Falar de molho inglês
Pra te dizer gentil
Bem-vinda
És tão graciosa e tão miúda
Tu és a dama mais tesuda
Aqui deste covil

Ai, quem me dera ser Gardel
Tenor e bacharel
Francês e rouxinol
Doutor em champinhom
Garçom em Salvador
E locutor de futebol
Pra te dizer febril
Bem-vinda
Tua beleza é quase um crime
Tu és a bunda mais sublime
Aqui deste covil`"
459, Tanta Saudade ,"`Era tanta saudade, é pra matar
Eu fiquei até doente, eu fiquei até doente menina
Se eu não mato a saudade, é ""deixa estar""
Saudade mata a gente, saudade mata a gente menina

Quis saber o que é o desejo, de onde ele vem
Fui até o centro da Terra e é mais além
Procurei uma saída e amor não tem
Estava ficando louco, louco, louco de querer bem

Quis chegar até o limite de uma paixão
Baldear o oceano com a minha mão
Encontrar o sal da vida e a solidão
Esgotar o apetite, todo o apetite do coração

Mas voltou a saudade

É pra ficar, aí eu encarei de frente
Aí eu encarei de frente, menina
Se eu ficar na saudade, é ""deixa estar""
Saudade engole a gente, saudade engole a gente menina

Quis saber o que é .... apetite do coração
Ai amor, miragem minha, minha linha do horizonte
É monte atrás de monte é monte
A fonte nunca mais que seca, ai saudade ainda sou moço
Aquele poço não tem fundo, é um mundo e dentro é um mundo
e dentro é um mundo e dentro
É o mundo que me leva`"
460, Tantas Palavras ,"`Tantas palavras
Que eu conhecia
Só por ouvir falar, falar
Tantas palavras
Que ela gostava
E repetia
Só por gostar

Não tinham tradução
Mas combinavam bem
Toda sessão ela virava uma atriz
``Give me a kiss, darling''
``Play it again''

Trocamos confissões, sons
No cinema, dublando as paixões
Movendo as bocas
Com palavras ocas
Ou fora de si
Minha boca
Sem que eu compreendesse
Falou c'est fini
C'est fini

Tantas palavras
Que eu conhecia
E já não falo mais, jamais
Quantas palavras
Que ela adorava
Saíram de cartaz

Nós aprendemos
Palavras duras
Como dizer perdi, perdi
Palavras tontas
Nossas palavras
Quem falou não está mais aqui`"
461, Tanto Amar ,"`Amo tanto e de tanto amar
Acho que ela é bonita
Tem um olho sempre a boiar
E outro que agita

Tem um olho que não está
Meus olhares evita
E outro olho a me arregalar
Sua pepita

A metade do seu olhar
Está chamando pra luta, aflita
E metade quer madrugar
Na bodeguita

Se os seus olhos eu for cantar
Um seu olho me atura
E outro olho vai desmanchar
Toda a pintura

Ela pode rodopiar
E mudar de figura
A paloma do seu mirar
Virar miúra

É na soma do seu olhar
Que eu vou me conhecer inteiro
Se nasci pra enfrentar o mar
Ou faroleiro

Amo tanto e de tanto amar
Acho que ela acredita
Tem um olho a pestanejar
E outro me fita

Suas pernas vão me enroscar
Num balé esquisito
Seus dois olhos vão se encontrar
No infinito

Amo tanto e de tanto amar
Em Manágua temos um chico
Já pensamos em nos casar
Em Porto Rico`"
462, Tanto Mar ,"`Sei que está em festa, pá
Fico contente
E enquanto estou ausente
Guarda um cravo para mim

Eu queria estar na festa, pá
Com a tua gente
E colher pessoalmente
Uma flor no teu jardim

Sei que há léguas a nos separar
Tanto mar, tanto mar
Sei, também, que é preciso, pá
Navegar, navegar

Lá faz primavera, pá
Cá estou doente
Manda urgentemente
Algum cheirinho de alecrim`"
463, Tatuagem ,"`Quero ficar no teu corpo
Feito tatuagem
Que é pra te dar coragem
Pra seguir viagem
Quando a noite vem

E também pra me perpetuar
Em tua escrava
Que você pega, esfrega
Nega, mas não lava

Quero brincar no teu corpo
Feito bailarina
Que logo se alucina
Salta e te ilumina
Quando a noite vem

E nos músculos exaustos
Do teu braço
Repousar frouxa, murcha, farta,
Morta de cansaço

Quero pesar feito cruz
Nas tuas costas
Que te retalha em postas
Mas no fundo gostas
Quando a noite vem

Quero ser a cicatriz
Risonha e corrosiva
Marcada a frio
Ferro e fogo
Em carne viva

Corações de mãe, arpões
Sereias e serpentes
Que te rabiscam
O corpo todo
Mas não sentes`"
464, Te Amo ,"`Ah, si ya perdimos noción de la hora
Si juntos el futuro se demora
Cuéntame ahora cómo he de partir

Ah, si cuando te ví, me eché a soñar, fue casi desvarío
Romp con todo, quemé mis navíos
Cuéntame ahora adónde puedo ir

Tú y yo, si en travesuras de noches eternas
Ya confundimos tanto nuestras piernas
Dime con qué piernas debo seguir

Si dejaste derramar nuestra canción
Si en las arenas de tu corazón
Mi sangre erró de vena y se perdió

Cómo, si en el desorden del mueble extendido
Mi pantalón enlaza tu vestido
Y mi zapato al tuyo pisa aún

Cómo, si nos amamos, hechos dos paganos
Tus pechos aún están en mis manos
Dime con qué cara voy a salir

No, pienso que hacer la tonta tú aparentas
Te dí mis ojos a tener en cuenta
Cuéntame ahora como he de partir`"
465, Tem Mais Samba ,"`Tem mais samba no encontro que na espera
Tem mais samba a maldade que a ferida
Tem mais samba no porto que na vela
Tem mais samba o perdão que a despedida
Tem mais samba nas mãos do que nos olhos
Tem mais samba no chão do que na lua
Tem mais samba no homem que trabalha
Tem mais samba no som que vem da rua
Tem mais samba no peito de quem chora
Tem mais samba no pranto de quem vê
Que o bom samba não tem lugar nem hora
O coração de fora
Samba sem querer

Vem que passa
Teu sofrer
Se todo mundo sambasse
Seria tão fácil viver`"
466," Tema De ""os Inconfidentes"" ","`Toda vez que um justo grita
   Um carrasco o vem calar
   Quem não presta fica vivo
   Quem é bom, mandam matar
   Quem não presta fica vivo
   Quem é bom, mandam matar
 
   Foi trabalhar para todos
   E vede o que lhe acontece
   Daqueles a quem servia
   Já nenhum mais o conhece
   Quando a desgraça é profunda
   Que amigo se compadece?

   Foi trabalhar para todos
   Mas, por ele, quem trabalha?
   Tombado fica seu corpo
   Nessa esquisita batalha
   Suas ações e seu nome
   Por onde a glória os espalha?

 Por aqui passava um homem 
  (E como o povo se ria!)
  Que reformava este mundo
  De cima da montaria
  Por aqui passava um homem
 (E como o povo se ria!)
  Ele na frente falava
  E atrás a sorte corria
 
  Por aqui passava um homem
  (E como o povo se ria!)
  Liberdade ainda que tarde
  Nos prometia
  Por aqui passava um homem
  (E como o povo se ria!)
  No entanto à sua passagem
  Tudo era como alegria

   Por aqui passava um homem
  (E como o povo se ria!)
  Liberdade ainda que tarde
  Nos prometia

Toda vez que um justo grita
  Um carrasco o vem calar
  Quem não presta fica vivo
  Quem é bom, mandam matar
  Quem não presta fica vivo
  Quem é bom, mandam matar`"
467, Tempo E Artista ,"`Imagino o artista num anfiteatro
Onde o tempo é a grande estrela
Vejo o tempo obrar a sua arte
Tendo o mesmo artista como tela

Modelando o artista ao seu feitio
O tempo, com seu lápis impreciso
Põe-lhe rugas ao redor da boca
Como contrapesos de um sorriso

Já vestindo a pele do artista
O tempo arrebata-lhe a garganta
O velho cantor subindo ao palco
Apenas abre a voz, e o tempo canta

Dança o tempo sem cessar, montando
O dorso do exausto bailarino
Trêmulo, o ator recita um drama
Que ainda está por ser escrito

No anfiteatro, sob o céu de estrelas
Um concerto eu imagino
Onde, num relance, o tempo alcance a glória
E o artista, o infinito`"
468, Teresinha ,"`O primeiro me chegou
Como quem vem do florista:
Trouxe um bicho de pelúcia,
Trouxe um broche de ametista.
Me contou suas viagens
E as vantagens que ele tinha.
Me mostrou o seu relógio;
Me chamava de rainha.

Me encontrou tão desarmada,
Que tocou meu coração,
Mas não me negava nada
E, assustada, eu disse ""não"".

O segundo me chegou
Como quem chega do bar:
Trouxe um litro de aguardente
Tão amarga de tragar.
Indagou o meu passado
E cheirou minha comida.
Vasculhou minha gaveta;
Me chamava de perdida.

Me encontrou tão desarmada,
Que arranhou meu coração,
Mas não me entregava nada
E, assustada, eu disse ""não"".

O terceiro me chegou
Como quem chega do nada:
Ele não me trouxe nada,
Também nada perguntou.
Mal sei como ele se chama,
Mas entendo o que ele quer!
Se deitou na minha cama
E me chama de mulher.

Foi chegando sorrateiro
E antes que eu dissesse não,
Se instalou feito um posseiro
Dentro do meu coração.`"
469, Tereza Tristeza ,"`Oh Tereza essa tristeza
Não tem solução
Tire o meu lugar da mesa
Não me espere não
Não vou, não
Ao menos sou sincero
Que te adoro
Que te quero
Mas não passo bem sem carnaval
Não

Oh Tereza essa tristeza
Não tem solução
Ser mulher é muito mais
Do que pregar botão
Não vê não
Que o homem quando é homem
Passa frio passa fome
Mas não passa bem sem carnaval

Diz que não tem café
Diz que não tem feijão
Nem sandália pro pé
Nem aliança pro dedo da mão
Oh Tereza
É tão pouca tristeza
Tem gente que nem carnaval
Não tem não`"
470, Tipo Um Baião ,"`Não sei para que
Outra história de amor a essa hora
Porém você
Diz que está tipo a fim
De se jogar de cara num romance assim
Tipo para a vida inteira
E agora, eu
Não sei agora
Por quê, não sei
Por que somente você
Não sei por que
Somente agora você vem
Você vem para enfeitar minha vida
Diz que será
Tipo festa sem fim
É São João
Vejo tremeluzir
Seu vestido através
Da fogueira
É carnaval
E o seu vulto a sumir
Entre mil abadás
Na ladeira

Não sei para que
Fui cantar para você a essa hora
Logo você
Que ignora o baião
Porém você tipo me adora mesmo assim
Meio mané, por fora
E agora, eu
Não sei agora
Por quê, não sei
Por que somente você
Não sei por que
Somente agora você vem
Vem para embaralhar os meus dias
E ainda tem
Em saraus ao luar
Meu coração
Que você sem pensar
Ora brinca de inflar
Ora esmaga
Igual que nem
Fole de acordeão
Tipo assim num baião
Do Gonzaga`"
471, Tira As Mãos De Mim ,"`Ele era mil
Tu és nenhum
Na guerra és vil
Na cama és mocho
Tira as mãos de mim
Põe as mãos em mim
E vê se o fogo dele
Guardado em mim
Te incendeia um pouco

Éramos nós
Estreitos nós
Enquanto tu
És laço frouxo
Tira as mãos de mim
Põe as mãos em mim
E vê se a febre dele
Guardada em mim
Te contagia um pouco`"
472, Todo O Sentimento ,"`Preciso não dormir
Até se consumar
O tempo da gente
Preciso conduzir
Um tempo de te amar
Te amando devagar e urgentemente

Pretendo descobrir
No último momento
Um tempo que refaz o que desfez
Que recolhe todo sentimento
E bota no corpo uma outra vez

Prometo te querer
Até o amor cair
Doente, doente
Prefiro, então, partir
A tempo de poder
A gente se desvencilhar da gente

Depois de te perder
Te encontro, com certeza
Talvez num tempo da delicadeza
Onde não diremos nada
Nada aconteceu
Apenas seguirei
Como encantado ao lado teu`"
473, Todo Sentimento ,"`Preciso não dormir
 Até se consumar
 O tempo da gente
 Preciso conduzir
 Um tempo de te amar
 Te amando devagar e urgentemente
 Pretendo descobrir
 No último momento
 Um tempo que refaz o que desfez
 Que recolhe todo sentimento
 E bota no corpo uma outra vez
 Prometo te querer
 Até o amor cair
 Doente, doente
 Prefiro então partir
 A tempo de poder
 A gente se desvencilhar da gente
 Depois de te perder
 Te encontro com certeza
 Talvez num tempo da delicadeza
 Onde não diremos nada
 Nada aconteceu
 Apenas seguirei
 Como encantado ao lado teu
 
 Depois de te perder
 Te encontro com certeza
 Talvez num tempo da delicadeza
 Onde não diremos nada
 Nada aconteceu
 Apenas seguirei
 Como encantado ao lado teu
`"
474, Todos Juntos ,"`Uma gata, o que é que tem?
- As unhas
E a galinha, o que é que tem?
- O bico
Dito assim, parece até ridículo
Um bicinho se assanhar
E o jumento, o que é que tem?
- As patas
E o cachorro, o que é que tem?
- Os dentes
Ponha tudo junto e de repente
Vamos ver no que é que dá

Junte um bico com dez unhas
Quatro patas, trinta dentes
E o valente dos valentes
Ainda vai te respeitar

Todos juntos somos fortes
Somos flecha e somos arco
Todos nós no mesmo barco
Não há nada pra temer
- ao meu lado há um amigo
Que é preciso proteger
Todos juntos somos fortes
Não há nada pra temer

Uma gata, o que é que é?
- Esperta
E o jumento, o que é que é?
- Paciente
Não é grande coisa realmente
Prum bichinho se assanhar
E o cachorro, o que é que é?
- Leal
E a galinha, o que é que é?
- Teimosa
Não parece mesmo grande coisa
Vamos ver no que é que dá

Esperteza, Paciência
Lealdade, Teimosia
E mais dia menos dia
A lei da selva vai mudar
Todos juntos somos fortes
Somos flecha e somos arco
Todos nós no mesmo barco
Não há nada pra temer
- Ao meu lado há um amigo
Que é preciso proteger
Todos juntos somos fortes
Não há nada pra temer

E no mundo dizem que são tantos
Saltimbancos como somos nós`"
475, Tororó ,"`Eu fui no Tororó
Beber água, não achei
Achei bela morena
Que no Tororó deixei
Pra que, morena
Ah, pra que carinho
Ah, pra que desejo
Pra acabar sozinho

Antes da mulher
Era o homem só
Era sem querer
Era sem amor
Era sem penar
Era sem suor
Era sem mulher
Era bem melhor

Deus fez a fêmea e depois
Que ela encorpou, nunca mais
Que um mais um foram dois
E caíram de quatro os animais
E tome praga no arroz
Rebelião nos currais
Ficou o homem feroz
E estranhou seus iguais

Antes da mulher
Era um dissabor
Era um desprazer
Que fazia dó
Homem sem mulher
Era quase um pó
Que ficava em pé
Era um saco só

Dentro da fêmea Deus pôs
Lagos e grutas, canais
Carnes e curva e cós
Seduções e pecados infenais
Em nome dela, depois
Criou perfumes, cristais
O campo de girassóis
E as noites de paz`"
476, Trapaças ,"`Contigo aprendi
A perder e achar graça
Pagar e não dar importância
Contigo há trapaça
Por trás da trapaça
É pura elegância

Se deres por falta
Do teu riso esperto
Dos teus sortilégios
Entende e perdoa
Eu ando nas ruas
Com o sol descolado
Da tua pessoa`"
477, Trocando Em Miúdos ,"`Eu vou lhe deixar a medida do Bonfim
Não me valeu
Mas fico com o disco do Pixinguinha, sim!
O resto é seu

Trocando em miúdos, pode guardar
As sobras de tudo que chamam lar
As sombras de tudo que fomos nós
As marcas de amor nos nossos lençóis
As nossas melhores lembranças

Aquela esperança de tudo se ajeitar
Pode esquecer
Aquela aliança, você pode empenhar
Ou derreter

Mas devo dizer que não vou lhe dar
O enorme prazer de me ver chorar
Nem vou lhe cobrar pelo seu estrago
Meu peito tão dilacerado

Aliás
Aceite uma ajuda do seu futuro amor
Pro aluguel
Devolva o Neruda que você me tomou
E nunca leu

Eu bato o portão sem fazer alarde
Eu levo a carteira de identidade
Uma saideira, muita saudade
E a leve impressão de que já vou tarde.`"
478, Tropicália ,"`Sobre a cabeça os aviões
Sob os meus pés os caminhões
Aponta contra os chapadões
Meu nariz
Eu organizo o movimento
Eu oriento o carnaval
Eu inauguro o monumento
No planalto central do país...

Viva a bossa
Sa, sa
Viva a palhoça
Ca, ça, ça, ça...(2x)

O monumento
É de papel crepom e prata
Os olhos verdes da mulata
A cabeleira esconde
Atrás da verde mata
O luar do sertão
O monumento não tem porta
A entrada é uma rua antiga
Estreita e torta
E no joelho uma criança
Sorridente, feia e morta
Estende a mão...

Viva a mata
Ta, ta
Viva a mulata
Ta, ta, ta, ta...(2x)

No pátio interno há uma piscina
Com água azul de Amaralina
Coqueiro, brisa
E fala nordestina
E faróis
Na mão direita tem uma roseira
Autenticando eterna primavera
E no jardim os urubus passeiam
A tarde inteira
Entre os girassóis...

Viva Maria
Ia, ia
Viva a Bahia
Ia, ia, ia, ia...(2x)

No pulso esquerdo o bang-bang
Em suas veias corre
Muito pouco sangue
Mas seu coração
Balança um samba de tamborim
Emite acordes dissonantes
Pelos cinco mil alto-falantes
Senhoras e senhores
Ele põe os olhos grandes
Sobre mim...

Viva Iracema
Ma, ma
Viva Ipanema
Ma, ma, ma, ma...(2x)

Domingo é o fino-da-bossa
Segunda-feira está na fossa
Terça-feira vai à roça
Porém!
O monumento é bem moderno
Não disse nada do modelo
Do meu terno
Que tudo mais vá pro inferno
Meu bem!
Que tudo mais vá pro inferno
Meu bem!...

Viva a banda
Da, da
Carmem Miranda
Da, da, da, da...(3x)`"
481, Tua Cantiga ,"`Quando te der saudade de mim
Quando tua garganta apertar
Basta dar um suspiro
Que eu vou ligeiro
Te consolar

Se o teu vigia se alvoroçar
E, estrada afora, te conduzir
Basta soprar meu nome
Com teu perfume
Pra me atrair

Se as tuas noites não têm mais fim
Se um desalmado te faz chorar
Deixa cair um lenço
Que eu te alcanço
Em qualquer lugar

Quando teu coração suplicar
Ou quando teu capricho exigir
Largo mulher e filhos
E de joelhos
Vou te seguir

Na nossa casa
Serás rainha
Serás cruel, talvez
Vais fazer manha
Me aperrear
E eu, sempre mais feliz

Silentemente
Vou te deitar
Na cama que arrumei
Pisando em plumas
Toda manhã
Eu te despertarei

Quando te der saudade de mim
Quando tua garganta apertar
Basta dar um suspiro
Que eu vou ligeiro
Te consolar

Se o teu vigia se alvoroçar
E, estrada afora, te conduzir
Basta soprar meu nome
Com teu perfume
Pra me atrair

Entre suspiros
Pode outro nome
Dos lábios te escapar
Terei ciúme
Até de mim
No espelho, a te abraçar

Mas teu amante
Sempre serei
Mais do que hoje sou
Ou estas rimas
Não escrevi
Nem ninguém nunca amou

Se as tuas noites não têm mais fim
Se um desalmado te faz chorar
Deixa cair um lenço
Que eu te alcanço
Em qualquer lugar

E quando o nosso tempo passar
Quando eu não estiver mais aqui
Lembra-te, minha nega
Desta cantiga
Que fiz pra ti`"
482, Último Blues ,"`Essa menina que você seduz
E um dia depois
Sem mais nem mais, esquece
Ela, no fundo, é uma atriz
Quando beija a sua boca
E nada acontece

Essa menina que você seduz
Agora é uma atriz
Saída de outro peça
Chamada ``Doces Ardis...''
Quando beija a sua boca
Ela começa a fraquejar
Por onde anda a sua mão
Você só quer se aproveitar
E ela delira
Rodopiando no salão
Os dois parecem um casal
Mas é mentira

Essa menina pode ir pro Japão
Na vida real
Você é quem enlouquece
Apaga a última luz
E nos cantos do seu quarto
A figura dela fosforesce
Ao som do último blues
Na Rádio Cabeça
Se puder esqueça
A menina que você seduz`"
483, Último Desejo ,"`Nosso amor que eu não esqueço
E que teve o seu começo
Numa festa de São João

Morre hoje sem foguete
Sem retrato e sem bilhete
Sem luar, sem violão

Perto de você me calo
Tudo penso e nada falo
Tenho medo de chorar

Nunca mais quero o seu beijo
Mas meu último desejo
Você não pode negar

Se alguma pessoa amiga
Pedir que você lhe diga
Se você me quer ou não
Diga que você me adora
Que você lamenta e chora
A nossa separação

Às pessoas que eu detesto
Diga sempre que eu não presto
Que meu lar é o botequim
Que eu arruinei sua vida
Que eu não mereço a comida
Que você pagou pra mim`"
484, Um Chorinho ,"`Ai, o meu amor, a sua dor, a nossa vida
Já não cabem na batida
Do meu pobre cavaquinho
Ai, Quem me dera
Pelo menos um momento
Juntar todo sofrimento
Pra botar nesse chorinho
Ai, quem me dera ter um choro de alto porte
Pra cantar com a voz bem forte
E anunciar a luz do dia
Mas quem sou eu
Pra cantar alto assim na praça
Se vem dia, dia passa
E a praça fica mais vazia

Vem, morena
Não me despreza mais, não
Meu choro é coisa pequena
Mas roubado a duras penas
Do coração
Meu chorinho
Não é uma solução
Enquanto eu cantar sozinho
Quem cruzar o meu caminho
Não para não

Mas não faz mal
E quem quiser que me compreenda
Até que alguma luz acenda, este meu canto continua
Junto meu canto a cada pranto, a cada choro
Até que alguém me faça coro pra cantar na rua`"
485, Um Dia De Cão ,"`[introdução]
Jumento: pois é, onde é que eu estava mesmo?
Ha, eu estava indo pra cidade.
E fazer o que na cidade?
Bem, eu pensava,
quando alguém não sabe fazer mais nada,
mais nada mesmo,
hoje em dia pode virar artista, músico.
Hoje, todo mundo canta
como dizem aqueles que não sabem cantar.
Então, eu estava ali andando, quando de repente,
quem é que eu vejo estendido no barranco da estrada:
um pobre cachorro.
Estava mesmo a perigo,
todo roto, todo esfarrapado,
parecia que tinha acabado de chegar da guerra.

Cachorro: he, he, he, he, he.

Jumento:ele estava dormindo,
e tinha uns sonhos terríveis,
uns pesadelos de cão.
Cachorro, hei cachorro,
Acorda!
1,2,3, já.

Cachorro: Sim, sim, sim senhor é pra já.

[música]
Apanhar a bola-la
Estender a pata-ta
Sempre em equilíbrio-brio
Sempre em exercício-cio

Corre, cão de raça
Corre, cão de caça
Corre, cão chacal
Sim, senhor
Cão policial
Sempre estou
Às ordens, sim, senhor

Bobby, lulu
Lulu, bobby
Snoopy, rocky
Rex, rintintin

Lealdade eterna-na
Não fazer baderna-na
Entrar na caserna-na
O rabo entre as pernas-nas

Volta, cão de raça
Volta, cão de caça
Volta, cão chacal
Sim, senhor
Cão policial
Sempre estou
Às ordens, sim, senhor

Bobby, lulu
Lulu, bobby
Snoopy, rocky
Rex, rintintin

Bobby, lulu
Lulu, bobby
Snoopy, rocky
Bobby, lulu, bobby
Estou às ordens
Sempre, sim, senhor

Fidelidade
À minha farda
Sempre na guarda
Do seu portão
Fidelidade
À minha fome
Sempre mordomo
E cada vez mais cão`"
486, Um Tempo Que Passou ,"`Vou
Uma vez mais
Correr atrás
De todo o meu tempo perdido
Quem sabe, está guardado
Num relógio escondido por quem
Nem avalia o tempo que tem

Ou
Alguém o achou
Examinou
Julgou um tempo sem sentido
Quem sabe, foi usado
E está arrependido o ladrão
Que andou vivendo com o meu quinhão
Ou dorme num arquivo
Um pedaço de vida, vida
A vida que eu não gozei
Eu não respirei
Eu não existia
Mas eu estava vivo
Vivo, vivo
O tempo escorreu
O tempo era meu
E apenas queria
Haver de volta
Cada minuto que passou sem mim

Sim
Encontro enfim
Iguais a mim
Outras pessoas aturdidas
Descubro que são muitas
As horas dessas vidas que estão
Talvez postas em leilão

São 
Mais de um milhão
Uma legião
Um carrilhão de horas vivas
Quem sabe, dobram juntas
As dores coletivas, quiçá
No canto mais pungente que há

Ou dançam numa torre
As nossas sobrevidas
Vidas, vidas
A se encantar
A se combinar
Em vidas futuras
E vão tomando porres
Porres, porres
Morrem de rir
Mas morrem de rir
Naquelas alturas
Pois sabem que não volta jamais
Um tempo que passou`"
487, Uma Canção Desnaturada ,"`Por que creceste, curuminha
Assim depressa, e estabanada
Saíste maquiada
Dentro do meu vestido
Se fosse permitido
Eu revertia o tempo
Para viver a tempo
De poder

Te ver as pernas bambas, curuminha
Batendo com a moleira
Te emporcalhando inteira
E eu te negar meu colo
Recuperar as noites, curuminha
Que atravessei em claro
Ignorar teu choro
E só cuidar de mim

Deixar-te arder em febre, curuminha
Cinquenta graus, tossir, bater o queixo
Vestir-te com desleixo
Tratar uma ama-seca
Quebrar tua boneca, curuminha
Raspar os teus cabelos
E ir te exibindo pelos
Botequins

Tornar azeite o leite
Do peito que mirraste
No chão que engatinhaste, salpicar
Mil cacos de vidro
Pelo cordão perdido
Te recolher pra sempre
À escuridão do ventre, curuminha
De onde não deverias
Nunca ter saído`"
488, Uma Canção Inédita ,"`Dentro do seu coração
Guarde esta canção inédita
Que num cantinho intocado
Será pra sempre inédita
Pode tudo consumir
O tempo que passa feroz
Mas esta valsa há de deixar pra nós

Fiz uma canção discreta
Só para você
Ninguém pode saber da letra
Que você lê

A música você desfruta
Os ouvintes não
Penetra a orelha e sai por outra
Cada refrão

Se outro amor surgir um dia, a valsa perde o ar
Definha
Mas se você descabeladamente me esperar
Sozinha no breu
Pé ante pé
Abra aos poucos o coração
E deixe
Ecoar nossa canção
E feche

Venha ouvir a valsa oca
Em primeira mão
Que a luva distraída toca
No violão

O público não acredita
Crítico não crê
Na inédita canção escrita
Só pra você

Se você beijar um outro, pode se partir
A valsa
Mas se roendo-as-unhasmente me quiser ouvir
Descalça no breu
Pé ante pé
Abra o peito bem devagar
E deixe
Sete notas a vibrar
E feche

Guarde numa caixa preta
A tímida canção
No fundo falso da gaveta
Do coração

É valsa pra se ouvir por dentro
Pra se ouvir a sós
Pra não se dissipar ao vento
Com minha voz

Com minha voz

Com minha voz

Com minha voz`"
489, Uma Menina ,"`Uma menina igual a mil
Que não está nem aí
Tivesse a vida pra escolher
E era talvez ser distraída
O que ela mais queria ser
Ah, se eu pudesse não cantar
Esta absurda melodia
Pra uma menina distraída
Uma menina igual a mil
Do Morro do Tuiuti

Uma menina igual a mil
Que não está nem aí
Tivesse a vida pra escolher
E era talvez ser distraída
O que ela mais queria ser
Ah, se eu pudesse não cantar
Esta absurda melodia
Pra uma criança assim caída
Uma menina do Brasil
Que não está nem aí
Uma menina igual a mil
Do Morro do Tuiuti`"
490, Uma Palavra ,"`Palavra prima
Uma palavra só, a crua palavra
Que quer dizer
Tudo
Anterior ao entendimento, palavra

Palavra viva
Palavra com temperatura, palavra
Que se produz
Muda
Feita de luz mais que de vento, palavra

Palavra dócil
Palavra d'agua pra qualquer moldura
Que se acomoda em balde, em verso, em mágoa
Qualquer feição de se manter palavra

Palavra minha
Matéria, minha criatura, palavra
Que me conduz
Mudo
E que me escreve desatento, palavra

Talvez à noite
Quase-palavra que um de nós murmura
Que ela mistura as letras que eu invento
Outras pronúncias do prazer, palavra

Palavra boa
Não de fazer literatura, palavra
Mas de habitar
Fundo
O coração do pensamento, palavra`"
491, Umas E Outras ,"`Se uma nunca tem sorriso
É pra melhor se reservar
E diz que espera o paraíso
E a hora de desabafar
A vida é feita de um rosário
Que custa tanto a se acabar
Por isso às vezes ela pára
E senta um pouco pra chorar
Que dia! Nossa, pra que tanta conta
Já perdi a conta de tanto rezar

Se a outra não tem paraíso
Não dá muita importância, não
Pois já forjou o seu sorriso
E fez do mesmo profissão
A vida é sempre aquela dança
Onde não se escolhe o par
Por isso às vezes ela cansa
E senta um pouco pra chorar
Que dia! Puxa, que vida danada
Tem tanta calçada pra se caminhar

Mas toda santa madrugada
Quando uma já sonhou com Deus
E a outra, triste enamorada
Coitada, já deitou com os seus
O acaso faz com que essas duas
Que a sorte sempre separou
Se cruzem pela mesma rua
Olhando-se com a mesma dor
Que dia! Nossa, pra que tanta conta
Já perdi a conta de tanto rezar
Que dia! Puxa, que vida danada
Tem tanta calçada pra se caminhar
Que dia! Cruzes, que vida comprida
Pra que tanta vida pra gente desanimar`"
